ID,TITLE,text
21792,Joint Workshop on Bibliometric-enhanced Information Retrieval and Natural Language Processing for Digital Libraries (BIRNDL 2017),"  The large scale of scholarly publications poses a challenge for scholars in
information seeking and sensemaking. Bibliometrics, information retrieval (IR),
text mining and NLP techniques could help in these search and look-up
activities, but are not yet widely used. This workshop is intended to stimulate
IR researchers and digital library professionals to elaborate on new approaches
in natural language processing, information retrieval, scientometrics, text
mining and recommendation techniques that can advance the state-of-the-art in
scholarly document understanding, analysis, and retrieval at scale. The BIRNDL
workshop at SIGIR 2017 will incorporate an invited talk, paper sessions and the
third edition of the Computational Linguistics (CL) Scientific Summarization
Shared Task.
"
21793,Dimension free $L^p$-bounds of maximal functions associated to products of Euclidean balls,"  A few years ago, Bourgain proved that the centered Hardy-Littlewood maximal
function for the cube has dimension free $L^p$-bounds for $p>1$. We extend his
result to products of Euclidean balls of different dimensions. In addition, we
provide dimension free $L^p$-bounds for the maximal function associated to
products of Euclidean spheres for $p > \frac{N}{N-1}$ and $N \ge 3$, where
$N-1$ is the lowest occurring dimension of a single sphere. The aforementioned
result is obtained from the latter one by applying the method of rotations from
Stein's pioneering work on the spherical maximal function.
"
21794,Pulling in models of cell migration,"  There are numerous scenarios in which populations of cells migrate in crowded
environments. Typical examples include wound healing, cancer growth and embryo
development. In these crowded environments cells are able to interact with each
other in a variety of ways. These include excluded volume interactions,
adhesion, repulsion, cell signalling, pushing and pulling. One popular way to
understand the behaviour of a group of interacting cells is through an
agent-based model (ABM). A typical aim of modellers using such represtations is
to elucidate how the microscopic interactions at the cell-level impact on the
macroscopic behaviour of the population. The complex cell-cell interactions
listed above have also been incorporated into such models; all apart from
cell-cell pulling. In this paper we consider this under-represented cell-cell
interaction, in which an active cell is able to `pull' a nearby neighbour as it
moves. We incorporate a variety of potential cell-cell pulling mechanisms into
on- and off-lattice agent-based volume exclusion models of cell movement. For
each of these agent-based models we derive a continuum partial differential
equation which describes the evolution of the cells at a population-level. We
study the agreement between the ABMs and the continuum, population-based
models, and compare and contrast a range of ABMs (accounting for the different
pulling mechanisms) with each other. We find generally good agreement between
the ABMs and the corresponding continuum models that worsens as the agent-based
models become more complex. Interestingly, we observe that the partial
differential equations that we derive differ significantly, depending on
whether they were derived from on- or off-lattice ABMs of pulling. This hints
that it is important employ the appropriate ABM when representing pulling
cell-cell interactions.
"
21795,Spatially - resolved study of the Meissner effect in superconductors using NV-centers-in-diamond optical magnetometry,"  Non-invasive magnetic field sensing using optically - detected magnetic
resonance of nitrogen-vacancy (NV) centers in diamond was used to study spatial
distribution of the magnetic induction upon penetration and expulsion of weak
magnetic fields in several representative superconductors. Vector magnetic
fields were measured on the surface of conventional, Pb and Nb, and
unconventional, LuNi$_2$B$_2$C, Ba$_{0.6}$K$_{0.4}$Fe$_2$As$_2$,
Ba(Fe$_{0.93}$Co$_{0.07}$)$_2$As$_2$, and CaKFe$_4$As$_4$, superconductors,
with diffraction - limited spatial resolution using variable - temperature
confocal system. Magnetic induction profiles across the crystal edges were
measured in zero-field-cooled (ZFC) and field-cooled (FC) conditions. While all
superconductors show nearly perfect screening of magnetic fields applied after
cooling to temperatures well below the superconducting transition, $T_c$, a
range of very different behaviors was observed for Meissner expulsion upon
cooling in static magnetic field from above $T_c$. Substantial conventional
Meissner expulsion is found in LuNi$_2$B$_2$C, paramagnetic Meissner effect
(PME) is found in Nb, and virtually no expulsion is observed in iron-based
superconductors. In all cases, good correlation with macroscopic measurements
of total magnetic moment is found. Our measurements of the spatial distribution
of magnetic induction provide insight into microscopic physics of the Meissner
effect.
"
21796,A magnetic skyrmion as a non-linear resistive element - a potential building block for reservoir computing,"  Inspired by the human brain, there is a strong effort to find alternative
models of information processing capable of imitating the high energy
efficiency of neuromorphic information processing. One possible realization of
cognitive computing are reservoir computing networks. These networks are built
out of non-linear resistive elements which are recursively connected. We
propose that a skyrmion network embedded in frustrated magnetic films may
provide a suitable physical implementation for reservoir computing
applications. The significant key ingredient of such a network is a
two-terminal device with non-linear voltage characteristics originating from
single-layer magnetoresistive effects, like the anisotropic magnetoresistance
or the recently discovered non-collinear magnetoresistance. The most basic
element for a reservoir computing network built from ""skyrmion fabrics"" is a
single skyrmion embedded in a ferromagnetic ribbon. In order to pave the way
towards reservoir computing systems based on skyrmion fabrics, here we simulate
and analyze i) the current flow through a single magnetic skyrmion due to the
anisotropic magneto-resistive effect and ii) the combined physics of local
pinning and the anisotropic magneto-resistive effect.
"
21797,Bayesian optimal designs for dose-response curves with common parameters,"  The issue of determining not only an adequate dose but also a dosing
frequency of a drug arises frequently in Phase II clinical trials. This results
in the comparison of models which have some parameters in common. Planning such
studies based on Bayesian optimal designs offers robustness to our conclusions
since these designs, unlike locally optimal designs, are efficient even if the
parameters are misspecified. In this paper we develop approximate design theory
for Bayesian $D$-optimality for nonlinear regression models with common
parameters and investigate the cases of common location or common location and
scale parameters separately. Analytical characterisations of saturated Bayesian
$D$-optimal designs are derived for frequently used dose-response models and
the advantages of our results are illustrated via a numerical investigation.
"
21798,3D Consistent & Robust Segmentation of Cardiac Images by Deep Learning with Spatial Propagation,"  We propose a method based on deep learning to perform cardiac segmentation on
short axis MRI image stacks iteratively from the top slice (around the base) to
the bottom slice (around the apex). At each iteration, a novel variant of U-net
is applied to propagate the segmentation of a slice to the adjacent slice below
it. In other words, the prediction of a segmentation of a slice is dependent
upon the already existing segmentation of an adjacent slice. 3D-consistency is
hence explicitly enforced. The method is trained on a large database of 3078
cases from UK Biobank. It is then tested on 756 different cases from UK Biobank
and three other state-of-the-art cohorts (ACDC with 100 cases, Sunnybrook with
30 cases, RVSC with 16 cases). Results comparable or even better than the
state-of-the-art in terms of distance measures are achieved. They also
emphasize the assets of our method, namely enhanced spatial consistency
(currently neither considered nor achieved by the state-of-the-art), and the
generalization ability to unseen cases even from other databases.
"
21799,"A Fast Method to Calculate Kendall Correlations of Large, Sparse Spike Trains","  Despite the fact that the Kendall correlation is becoming recognized as an
important tool in neuroscience, most standard algorithms to compute the Kendall
correlation of large spike trains are computationally very slow. Here we
present a new, significantly faster method for calculating the Kendall
correlation of spike trains that takes advantage of their structure. We show
that our method is more than 300 times faster than traditional approaches for
particularly large, sparse spike trains, and still more than 10 times faster
for large, but considerably less sparse, spike trains. A MATLAB function
executing the method described here was made freely available on-line.
"
21800,On-the-Fly Adaptation of Regression Forests for Online Camera Relocalisation,"  Camera relocalisation is an important problem in computer vision, with
applications in simultaneous localisation and mapping, virtual/augmented
reality and navigation. Common techniques either match the current image
against keyframes with known poses coming from a tracker, or establish 2D-to-3D
correspondences between keypoints in the current image and points in the scene
in order to estimate the camera pose. Recently, regression forests have become
a popular alternative to establish such correspondences. They achieve accurate
results, but must be trained offline on the target scene, preventing
relocalisation in new environments. In this paper, we show how to circumvent
this limitation by adapting a pre-trained forest to a new scene on the fly. Our
adapted forests achieve relocalisation performance that is on par with that of
offline forests, and our approach runs in under 150ms, making it desirable for
real-time systems that require online relocalisation.
"
21801,High-Kinetic Inductance Additive Manufactured Superconducting Microwave Cavity,"  Investigations into the microwave surface impedance of superconducting
resonators have led to the development of single photon counters that rely on
kinetic inductance for their operation. While concurrent progress in additive
manufacturing, `3D printing', opens up a previously inaccessible design space
for waveguide resonators. In this manuscript, we present results from the first
synthesis of these two technologies in a titanium, aluminum, vanadium
(Ti-6Al-4V) superconducting radio frequency resonator which exploits a design
unattainable through conventional fabrication means. We find that Ti-6Al-4V has
two distinct superconducting transition temperatures observable in heat
capacity measurements. The higher transition temperature is in agreement with
DC resistance measurements. While the lower transition temperature, not
previously known in literature, is consistent with the observed temperature
dependence of the superconducting microwave surface impedance. From the surface
reactance, we extract a London penetration depth of $8\pm3{\mu}$m - roughly an
order of magnitude larger than other titanium alloys and several orders of
magnitude larger than other conventional elemental superconductors. This large
London penetration depth suggests that Ti-6Al-4V may be a suitable material for
high kinetic inductance applications such as single photon counting or
parametric amplification used in quantum computing.
"
21802,Known Boundary Emulation of Complex Computer Models,"  Computer models are now widely used across a range of scientific disciplines
to describe various complex physical systems, however to perform full
uncertainty quantification we often need to employ emulators. An emulator is a
fast statistical construct that mimics the complex computer model, and greatly
aids the vastly more computationally intensive uncertainty quantification
calculations that a serious scientific analysis often requires. In some cases,
the complex model can be solved far more efficiently for certain parameter
settings, leading to boundaries or hyperplanes in the input parameter space
where the model is essentially known. We show that for a large class of
Gaussian process style emulators, multiple boundaries can be formally
incorporated into the emulation process, by Bayesian updating of the emulators
with respect to the boundaries, for trivial computational cost. The resulting
updated emulator equations are given analytically. This leads to emulators that
possess increased accuracy across large portions of the input parameter space.
We also describe how a user can incorporate such boundaries within standard
black box GP emulation packages that are currently available, without altering
the core code. Appropriate designs of model runs in the presence of known
boundaries are then analysed, with two kinds of general purpose designs
proposed. We then apply the improved emulation and design methodology to an
important systems biology model of hormonal crosstalk in Arabidopsis Thaliana.
"
21803,Investigating the role of musical genre in human perception of music stretching resistance,"  To stretch a music piece to a given length is a common demand in people's
daily lives, e.g., in audio-video synchronization and animation production.
However, it is not always guaranteed that the stretched music piece is
acceptable for general audience since music stretching suffers from people's
perceptual artefacts. Over-stretching a music piece will make it uncomfortable
for human psychoacoustic hearing. The research on music stretching resistance
attempts to estimate the maximum stretchability of music pieces to further
avoid over-stretch. It has been observed that musical genres can significantly
improve the accuracy of automatic estimation of music stretching resistance,
but how musical genres are related to music stretching resistance has never
been explained or studied in detail in the literature. In this paper, the
characteristics of music stretching resistance are compared across different
musical genres. It is found that music stretching resistance has strong
intra-genre cohesiveness and inter-genre discrepancies in the experiments.
Moreover, the ambiguity and the symmetry of music stretching resistance are
also observed in the experimental analysis. These findings lead to a new
measurement on the similarity between different musical genres based on their
music stretching resistance. In addition, the analysis of variance (ANOVA) also
supports the findings in this paper by verifying the significance of musical
genre in shaping music stretching resistance.
"
21804,Emerging Market Corporate Bonds as First-to-Default Baskets,"  Emerging market hard-currency bonds are an asset class of growing importance,
and contain exposure to an EM sovereign and the underlying industry. The
authors investigate how to model this as a modification of the well-known
first-to-default (FtD) basket, using the structural model, and find the
approach feasible.
"
21805,Fabrication of plasmonic surface relief gratings for the application of band-pass filter in UV-Visible spectral range,"  The measured experimental results of optical diffraction of 10, 5 and 3.4
micrometer period plasmonic surface relief grating are presented for the
application of band-pass filter in visible spectral range. Conventional
scanning electron microscopic (SEM) is used to fabricate the grating structures
on the silver halide based film (substrate) by exposing the electron beam in
raster scan fashion. Morphological characterization of the gratings is
performed by atomic force microscopy (AFM) shows that the period, height and
profile depends on the line per frame, beam spot, single line dwell time, beam
current, and accelerating voltage of the electron beam. Optical transmission
spectra of 10 micrometer period grating shows a well-defined localized surface
plasmon resonance (LSPR) dip at ~366 nm wavelength corresponding to gelatin
embedded silver nanoparticles of the grating structure. As the period of the
grating reduces LSPR dip becomes prominent. The maximum first order diffraction
efficiency (DE) and bandwidth for 10 micrometer period grating are observed as
4% and 400 nm in 350 nm to 800 nm wavelength range respectively. The DE and
bandwidth are reduced up to 0.03% and 100 nm for 3.4 micrometer period grating.
The profile of DE is significantly flat within the diffraction bandwidth for
each of the gratings. An assessment of the particular role of LSPR absorption
and varied grating period in the development of the profile of first order DE
v/s wavelength are studied. Fabrication of such nano-scale structures in a
large area using conventional SEM and silver halide based films may provide the
simple and efficient technique for various optical devices applications.
"
21806,Metrics On $S^2$ With Bounded $\|K_g\|_{L^1\log L^1}$ And Small $\|K_g-1\|_{L^1}$,"  In this short paper, we will study the convergence of a metric sequence $g_k$
on $S^2$ with bounded $\int|K_{g_k}|\log(1+|K_{g_k}|)d\mu_{g_k}$ and small
$\int|K(g_k)-1\|d\mu_{g_k}$. We will show that such a sequence is precompact.
"
21807,Light traffic behavior under the power-of-two load balancing strategy: The case of heterogeneous servers,"  We consider a multi-server queueing system under the power-of-two policy with
Poisson job arrivals, heterogeneous servers and a general job requirement
distribution; each server operates under the first-come first-serve policy and
there are no buffer constraints. We analyze the performance of this system in
light traffic by evaluating the first two light traffic derivatives of the
average job response time. These expressions point to several interesting
structural features associated with server heterogeneity in light traffic: For
unequal capacities, the average job response time is seen to decrease for small
values of the arrival rate, and the more diverse the server speeds, the greater
the gain in performance. These theoretical findings are assessed through
limited simulations.
"
21808,Deep Learning with Dynamic Computation Graphs,"  Neural networks that compute over graph structures are a natural fit for
problems in a variety of domains, including natural language (parse trees) and
cheminformatics (molecular graphs). However, since the computation graph has a
different shape and size for every input, such networks do not directly support
batched training or inference. They are also difficult to implement in popular
deep learning libraries, which are based on static data-flow graphs. We
introduce a technique called dynamic batching, which not only batches together
operations between different input graphs of dissimilar shape, but also between
different nodes within a single input graph. The technique allows us to create
static graphs, using popular libraries, that emulate dynamic computation graphs
of arbitrary shape and size. We further present a high-level library of
compositional blocks that simplifies the creation of dynamic graph models.
Using the library, we demonstrate concise and batch-wise parallel
implementations for a variety of models from the literature.
"
21809,Requirements for Secure Clock Synchronization,"  This paper establishes a fundamental theory of secure clock synchronization.
Accurate clock synchronization is the backbone of systems managing power
distribution, financial transactions, telecommunication operations, database
services, etc. Some clock synchronization (time transfer) systems, such as the
Global Navigation Satellite Systems (GNSS), are based on one-way communication
from a master to a slave clock. Others, such as the Network Transport Protocol
(NTP), and the IEEE 1588 Precision Time Protocol (PTP), involve two-way
communication between the master and slave. This paper shows that all one-way
time transfer protocols are vulnerable to replay attacks that can potentially
compromise timing information. A set of conditions for secure two-way clock
synchronization is proposed and proved to be necessary and sufficient. It is
shown that IEEE 1588 PTP, although a two-way synchronization protocol, is not
compliant with these conditions, and is therefore insecure. Requirements for
secure IEEE 1588 PTP are proposed, and a second example protocol is offered to
illustrate the range of compliant systems.
"
21810,Stability of fractional-order nonlinear systems by Lyapunov direct method,"  In this paper, by using a characterization of functions having fractional
derivative, we propose a rigorous fractional Lyapunov function candidate method
to analyze stability of fractional-order nonlinear systems. First, we prove an
inequality concerning the fractional derivatives of convex Lyapunov functions
without the assumption on the existence of derivative of pseudo-states. Second,
we establish fractional Lyapunov functions to fractional-order systems without
the assumption on the global existence of solutions. Our theorems fill the gaps
and strengthen results in some existing papers.
"
21811,Scaling laws during collapse of a homopolymer: Lattice versus off-lattice,"  We present comparative results from simulations of a lattice and an
off-lattice model of a homopolymer, in the context of kinetics of the collapse
transition. Scaling laws related to the collapse time, cluster coarsening and
aging behavior are compared. Although in both models the cluster growth is
independent of temperature, the related exponents turn out to be different.
Conversely, the aging and associated scaling properties are found to be
universal, with the nonequilibrium autocorrelation exponent obeying a recently
derived bound.
"
21812,Efficient Convex Optimization with Membership Oracles,"  We consider the problem of minimizing a convex function over a convex set
given access only to an evaluation oracle for the function and a membership
oracle for the set. We give a simple algorithm which solves this problem with
$\tilde{O}(n^2)$ oracle calls and $\tilde{O}(n^3)$ additional arithmetic
operations. Using this result, we obtain more efficient reductions among the
five basic oracles for convex sets and functions defined by Grötschel, Lovasz
and Schrijver.
"
21813,On the Prime Graph Question for Integral Group Rings of Conway simple groups,"  The Prime Graph Question for integral group rings asks if it is true that if
the normalized unit group of the integral group ring of a finite group $G$
contains an element of order $pq$, for some primes $p$ and $q$, also $G$
contains an element of that order. We answer this question for the three Conway
sporadic simple groups after reducing it to a combinatorial question about
Young tableaus and Littlewood-Richardson coefficients. This finishes work of V.
Bovdi, A. Konovalov and S. Linton.
"
21814,Challenges in Data-to-Document Generation,"  Recent neural models have shown significant progress on the problem of
generating short descriptive texts conditioned on a small number of database
records. In this work, we suggest a slightly more difficult data-to-text
generation task, and investigate how effective current approaches are on this
task. In particular, we introduce a new, large-scale corpus of data records
paired with descriptive documents, propose a series of extractive evaluation
methods for analyzing performance, and obtain baseline results using current
neural generation methods. Experiments show that these models produce fluent
text, but fail to convincingly approximate human-generated documents. Moreover,
even templated baselines exceed the performance of these neural models on some
metrics, though copy- and reconstruction-based extensions lead to noticeable
improvements.
"
21815,The covering type of closed surfaces and minimal triangulations,"  The notion of covering type was recently introduced by Karoubi and Weibel to
measure the complexity of a topological space by means of good coverings. When
X has the homotopy type of a finite CW-complex, its covering type coincides
with the minimum possible number of vertices of a simplicial complex homotopy
equivalent to X. In this article we compute the covering type of all closed
surfaces. Our results completely settle a problem posed by Karoubi and Weibel,
and shed more light on the relationship between the topology of surfaces and
the number of vertices of minimal triangulations from a homotopy point of view.
"
21816,Relaxation heuristics for the set multicover problem with generalized upper bound constraints,"  We consider an extension of the set covering problem (SCP) introducing
(i)~multicover and (ii)~generalized upper bound (GUB)~constraints. For the
conventional SCP, the pricing method has been introduced to reduce the size of
instances, and several efficient heuristic algorithms based on such reduction
techniques have been developed to solve large-scale instances. However, GUB
constraints often make the pricing method less effective, because they often
prevent solutions from containing highly evaluated variables together. To
overcome this problem, we develop heuristic algorithms to reduce the size of
instances, in which new evaluation schemes of variables are introduced taking
account of GUB constraints. We also develop an efficient implementation of a
2-flip neighborhood local search algorithm that reduces the number of
candidates in the neighborhood without sacrificing the solution quality. In
order to guide the search to visit a wide variety of good solutions, we also
introduce a path relinking method that generates new solutions by combining two
or more solutions obtained so far. According to computational comparison on
benchmark instances, the proposed method succeeds in selecting a small number
of promising variables properly and performs quite effectively even for
large-scale instances having hard GUB constraints.
"
21817,Optimal percolation on multiplex networks,"  Optimal percolation is the problem of finding the minimal set of nodes such
that if the members of this set are removed from a network, the network is
fragmented into non-extensive disconnected clusters. The solution of the
optimal percolation problem has direct applicability in strategies of
immunization in disease spreading processes, and influence maximization for
certain classes of opinion dynamical models. In this paper, we consider the
problem of optimal percolation on multiplex networks. The multiplex scenario
serves to realistically model various technological, biological, and social
networks. We find that the multilayer nature of these systems, and more
precisely multiplex characteristics such as edge overlap and interlayer
degree-degree correlation, profoundly changes the properties of the set of
nodes identified as the solution of the optimal percolation problem.
"
21818,Nearly Spectral Spaces,"  We study some natural generalizations of the spectral spaces in the contexts
of commutative rings and distributive lattices. We obtain a topological
characterization for the spectra of commutative (not necessarily unitary) rings
and we find spectral versions for the up-spectral and down-spectral spaces. We
show that the duality between distributive lattices and Balbes-Dwinger spaces
is the co-equivalence associated to a pair of contravariant right adjoint
functors between suitable categories.
"
21819,Speeding Up Latent Variable Gaussian Graphical Model Estimation via Nonconvex Optimizations,"  We study the estimation of the latent variable Gaussian graphical model
(LVGGM), where the precision matrix is the superposition of a sparse matrix and
a low-rank matrix. In order to speed up the estimation of the sparse plus
low-rank components, we propose a sparsity constrained maximum likelihood
estimator based on matrix factorization, and an efficient alternating gradient
descent algorithm with hard thresholding to solve it. Our algorithm is orders
of magnitude faster than the convex relaxation based methods for LVGGM. In
addition, we prove that our algorithm is guaranteed to linearly converge to the
unknown sparse and low-rank components up to the optimal statistical precision.
Experiments on both synthetic and genomic data demonstrate the superiority of
our algorithm over the state-of-the-art algorithms and corroborate our theory.
"
21820,The third data release of the Kilo-Degree Survey and associated data products,"  The Kilo-Degree Survey (KiDS) is an ongoing optical wide-field imaging survey
with the OmegaCAM camera at the VLT Survey Telescope. It aims to image 1500
square degrees in four filters (ugri). The core science driver is mapping the
large-scale matter distribution in the Universe, using weak lensing shear and
photometric redshift measurements. Further science cases include galaxy
evolution, Milky Way structure, detection of high-redshift clusters, and
finding rare sources such as strong lenses and quasars. Here we present the
third public data release (DR3) and several associated data products, adding
further area, homogenized photometric calibration, photometric redshifts and
weak lensing shear measurements to the first two releases. A dedicated pipeline
embedded in the Astro-WISE information system is used for the production of the
main release. Modifications with respect to earlier releases are described in
detail. Photometric redshifts have been derived using both Bayesian template
fitting, and machine-learning techniques. For the weak lensing measurements,
optimized procedures based on the THELI data reduction and lensfit shear
measurement packages are used. In DR3 stacked ugri images, weight maps, masks,
and source lists for 292 new survey tiles (~300 sq.deg) are made available. The
multi-band catalogue, including homogenized photometry and photometric
redshifts, covers the combined DR1, DR2 and DR3 footprint of 440 survey tiles
(447 sq.deg). Limiting magnitudes are typically 24.3, 25.1, 24.9, 23.8 (5 sigma
in a 2 arcsec aperture) in ugri, respectively, and the typical r-band PSF size
is less than 0.7 arcsec. The photometric homogenization scheme ensures accurate
colors and an absolute calibration stable to ~2% for gri and ~3% in u.
Separately released are a weak lensing shear catalogue and photometric
redshifts based on two different machine-learning techniques.
"
21821,Hydrogen Line Observations of Cometary Spectra at 1420 Mhz,"  In 2016, the Center for Planetary Science proposed a hypothesis arguing a
comet and/or its hydrogen cloud were a strong candidate for the source of the
Wow! Signal. From 27 November 2016 to 24 February 2017, the Center for
Planetary Science conducted 200 observations in the radio spectrum to validate
the hypothesis. The investigation discovered that comet 266/P Christensen
emitted a radio signal at 1420.25 MHz. The results of this investigation,
therefore, conclude that cometary spectra are detectable at 1420 MHz and, more
importantly, that the 1977 Wow! Signal was a natural phenomenon from a Solar
System body.
"
21822,Pain-Free Random Differential Privacy with Sensitivity Sampling,"  Popular approaches to differential privacy, such as the Laplace and
exponential mechanisms, calibrate randomised smoothing through global
sensitivity of the target non-private function. Bounding such sensitivity is
often a prohibitively complex analytic calculation. As an alternative, we
propose a straightforward sampler for estimating sensitivity of non-private
mechanisms. Since our sensitivity estimates hold with high probability, any
mechanism that would be $(\epsilon,\delta)$-differentially private under
bounded global sensitivity automatically achieves
$(\epsilon,\delta,\gamma)$-random differential privacy (Hall et al., 2012),
without any target-specific calculations required. We demonstrate on worked
example learners how our usable approach adopts a naturally-relaxed privacy
guarantee, while achieving more accurate releases even for non-private
functions that are black-box computer programs.
"
21823,Extremal Kaehler-Einstein metric for two-dimensional convex bodies,"  Given a convex body $K \subset \mathbb{R}^n$ with the barycenter at the
origin we consider the corresponding K{ä}hler-Einstein equation $e^{-\Phi} =
\det D^2 \Phi$. If $K$ is a simplex, then the Ricci tensor of the Hessian
metric $D^2 \Phi$ is constant and equals $\frac{n-1}{4(n+1)}$. We conjecture
that the Ricci tensor of $D^2 \Phi$ for arbitrary $K$ is uniformly bounded by
$\frac{n-1}{4(n+1)}$ and verify this conjecture in the two-dimensional case.
The general case remains open.
"
21824,Socio-spatial Self-organizing Maps: Using Social Media to Assess Relevant Geographies for Exposure to Social Processes,"  Social media offers a unique window into attitudes like racism and
homophobia, exposure to which are important, hard to measure and understudied
social determinants of health. However, individual geo-located observations
from social media are noisy and geographically inconsistent. Existing areas by
which exposures are measured, like Zip codes, average over irrelevant
administratively-defined boundaries. Hence, in order to enable studies of
online social environmental measures like attitudes on social media and their
possible relationship to health outcomes, first there is a need for a method to
define the collective, underlying degree of social media attitudes by region.
To address this, we create the Socio-spatial-Self organizing map, ""SS-SOM""
pipeline to best identify regions by their latent social attitude from Twitter
posts. SS-SOMs use neural embedding for text-classification, and augment
traditional SOMs to generate a controlled number of non-overlapping,
topologically-constrained and topically-similar clusters. We find that not only
are SS-SOMs robust to missing data, the exposure of a cohort of men who are
susceptible to multiple racism and homophobia-linked health outcomes, changes
by up to 42% using SS-SOM measures as compared to using Zip code-based
measures.
"
21825,A Large-Scale Study of Language Models for Chord Prediction,"  We conduct a large-scale study of language models for chord prediction.
Specifically, we compare N-gram models to various flavours of recurrent neural
networks on a comprehensive dataset comprising all publicly available datasets
of annotated chords known to us. This large amount of data allows us to
systematically explore hyper-parameter settings for the recurrent neural
networks---a crucial step in achieving good results with this model class. Our
results show not only a quantitative difference between the models, but also a
qualitative one: in contrast to static N-gram models, certain RNN
configurations adapt to the songs at test time. This finding constitutes a
further step towards the development of chord recognition systems that are more
aware of local musical context than what was previously possible.
"
21826,A Novel Method of Subgroup Identification by Combining Virtual Twins with GUIDE (VG) for Development of Precision Medicines,"  A lack of understanding of human biology creates a hurdle for the development
of precision medicines. To overcome this hurdle we need to better understand
the potential synergy between a given investigational treatment (vs. placebo or
active control) and various demographic or genetic factors, disease history and
severity, etc., with the goal of identifying those patients at increased risk
of exhibiting clinically meaningful treatment benefit. For this reason, we
propose the VG method, which combines the idea of an individual treatment
effect (ITE) from Virtual Twins (Foster, et al., 2011) with the unbiased
variable selection and cutoff value determination algorithm from GUIDE (Loh, et
al., 2015). Simulation results show the VG method has less variable selection
bias than Virtual Twins and higher statistical power than GUIDE Interaction in
the presence of prognostic variables with strong treatment effects. Type I
error and predictive performance of Virtual Twins, GUIDE and VG are compared
through the use of simulation studies. Results obtained after retrospectively
applying VG to data from a clinical trial also are discussed.
"
21827,Critical Slowing Down of Quadrupole and Hexadecapole Orderings in Iron Pnictide Superconductor,"  Ultrasonic measurements have been carried out to investigate the critical
dynamics of structural and superconducting transitions due to degenerate
orbital bands in iron pnictide compounds with the formula
Ba(Fe$_{1-x}$Co$_x$)$_2$As$_2$. The attenuation coefficient
$\alpha_{\mathrm{L}[110]}$ of the longitudinal ultrasonic wave for
$(C_{11}+C_{12}+2C_{66})/2$ for $x = 0.036$ reveals the critical slowing down
of the relaxation time around the structural transition at $T_\mathrm{s} = 65$
K, which is caused by ferro-type ordering of the quadrupole $O_{x'^2-y'^2}$
coupled to the strain $\varepsilon_{xy}$. The attenuation coefficient
$\alpha_{66}$ of the transverse ultrasonic wave for $C_{66}$ for $x = 0.071$
also exhibits the critical slowing down around the superconducting transition
at $T_\mathrm{SC} = 23$ K, which is caused by ferro-type ordering of the
hexadecapole $H_z^\alpha \bigl( \boldsymbol{r}_i, \boldsymbol{r}_j \bigr) =
O_{x'y'}\bigl( \boldsymbol{r}_i \bigr) O_{x'^2 - y'^2}\bigl( \boldsymbol{r}_j
\bigr)
+ O_{x'^2 - y'^2}\bigl( \boldsymbol{r}_i \bigr) O_{x'y'}\bigl(
\boldsymbol{r}_j \bigr)$ of the bound two-electron state coupled to the
rotation $\omega_{xy}$. It is proposed that the hexadecapole ordering
associated with the superconductivity brings about spontaneous rotation of the
macroscopic superconducting state with respect to the host tetragonal lattice.
"
21828,On the Interaction between Autonomous Mobility-on-Demand and Public Transportation Systems,"  In this paper we study models and coordination policies for intermodal
Autonomous Mobility-on-Demand (AMoD), wherein a fleet of self-driving vehicles
provides on-demand mobility jointly with public transit. Specifically, we first
present a network flow model for intermodal AMoD, where we capture the coupling
between AMoD and public transit and the goal is to maximize social welfare.
Second, leveraging such a model, we design a pricing and tolling scheme that
allows to achieve the social optimum under the assumption of a perfect market
with selfish agents. Finally, we present a real-world case study for New York
City. Our results show that the coordination between AMoD fleets and public
transit can yield significant benefits compared to an AMoD system operating in
isolation.
"
21829,"The class of second order quasilinear equations: models, solutions and background of classification","  The paper is concerned with the unsteady solutions to the model of mutually
penetrating continua and quasilinear hyperbolic modification of the Burgers
equation (QHMB). The studies were focused on the peculiar solutions of models
in question. On the base of these models and their solutions, the ideas of
second order quasilinear models classification were developed.
"
